Date,Open,High,Low,Close,Adj Close,Volume
5/28/2013,64.271431,64.444283,62.978573,63.062859,56.049515,96536300
5/29/2013,62.857143,63.92857,62.771427,63.564285,56.495171,82644100
5/30/2013,63.664288,64.928574,63.501427,64.511429,57.33699,88379900
5/31/2013,64.64286,65.300003,64.214287,64.247147,57.102085,96075700
6/3/2013,64.389999,64.622856,63.21143,64.388573,57.227791,93088100
6/4/2013,64.745712,64.918571,63.912857,64.187141,57.048763,73182200
6/5/2013,63.664288,64.388573,63.387142,63.587143,56.515488,72647400
6/6/2013,63.638573,63.857143,62.007141,62.637142,55.671135,104233500
6/7/2013,62.357143,63.32,61.824287,63.115715,56.096489,101133900
6/10/2013,63.532856,64.154289,62.400002,62.69857,55.725742,112538300
6/11/2013,62.248573,63.251427,61.902859,62.514286,55.561951,71528100
6/12/2013,62.785713,63.035713,61.642857,61.741428,54.875038,66306800
6/13/2013,61.785713,62.44857,61.25,62.279999,55.353714,71458100
6/14/2013,62.200001,62.327145,61.214287,61.435715,54.603321,67966500
6/17/2013,61.634285,62.242859,61.48,61.714287,54.850918,64853600
6/18/2013,61.651428,62.128571,61.458572,61.681427,54.821705,48756400
6/19/2013,61.628571,61.665714,60.42857,60.42857,53.708191,77735000
6/20/2013,59.900002,60.854286,59.310001,59.548573,52.926052,89327700
6/21/2013,59.784286,60,58.299999,59.07143,52.501984,120279600
6/24/2013,58.200001,58.380001,56.864285,57.505714,51.11039,120186500
6/25/2013,57.957142,58.255714,56.975716,57.51857,51.121815,78540700
6/26/2013,57.700001,57.827145,56.522858,56.867142,50.542839,91931000
6/27/2013,57.035713,57.341427,56.220001,56.254284,49.998131,84311500
6/28/2013,55.908573,57.181427,55.552856,56.647144,50.347298,144629100
7/1/2013,57.527142,58.895714,57.317142,58.459999,51.958546,97763400
7/2/2013,58.565716,60.232857,58.495716,59.784286,53.135551,117466300
7/3/2013,60.122856,60.425713,59.635715,60.114285,53.428848,60232200
7/5/2013,60.055714,60.470001,59.335712,59.631428,52.999695,68506200
7/8/2013,60.015713,60.142857,58.664288,59.292858,52.698784,74534600
7/9/2013,59.085712,60.5,58.625713,60.335712,53.625652,88146100
7/10/2013,59.942856,60.685715,59.75,60.104286,53.419975,70351400
7/11/2013,60.421429,61.17857,60.167141,61.041428,54.252888,81573100
7/12/2013,61.092857,61.398571,60.487144,60.93,54.153854,69890800
7/15/2013,60.715714,61.637142,60.685715,61.062859,54.271938,60479300
7/16/2013,60.931427,61.529999,60.595715,61.457142,54.622364,54134500
7/17/2013,61.385715,61.745716,61.174286,61.472858,54.636337,49747600
7/18/2013,61.91143,62.124287,61.515713,61.68,54.820435,54719700
7/19/2013,61.871429,61.997143,60.621429,60.707142,53.95578,67180400
7/22/2013,61.351429,61.392857,60.781429,60.901428,54.128464,51949100
7/23/2013,60.857143,60.994286,59.815716,59.855713,53.199036,92348900
7/24/2013,62.704285,63.512856,62.18,62.93,55.931431,147984200
7/25/2013,62.957142,63.057144,62.258572,62.642857,55.676224,57373400
7/26/2013,62.185715,63.005714,62.048573,62.998573,55.992386,50038100
7/29/2013,62.971428,64.284286,62.885715,63.970001,56.85577,62014400
7/30/2013,64.279999,65.307144,64.175713,64.760002,57.557915,77355600
7/31/2013,64.998573,65.334282,64.204285,64.647141,57.4576,80739400
8/1/2013,65.10714,65.257141,64.751427,65.239998,57.984528,51562700
8/2/2013,65.43,66.121429,65.237144,66.077141,58.728561,68695900
8/5/2013,66.384285,67.238571,66.021431,67.064285,59.605927,79713900
8/6/2013,66.860001,67.412857,66.024284,66.464287,59.07267,83714400
8/7/2013,66.257141,66.714287,65.96714,66.425713,59.038376,74714500
8/8/2013,66.265717,66.300003,65.421425,65.858574,58.920799,63944300
8/9/2013,65.519997,65.779999,64.807144,64.921425,58.082375,66716300
8/12/2013,65.265717,66.949997,65.232857,66.765717,59.732368,91108500
8/13/2013,67.277145,70.665718,66.864288,69.938568,62.570992,220485300
8/14/2013,71.125717,72.035713,70.485718,71.214287,63.712326,189093100
8/15/2013,70.917145,71.771431,69.868568,71.129997,63.636925,122573500
8/16/2013,71.449997,71.848572,71.265717,71.761429,64.201828,90576500
8/19/2013,72.048569,73.391426,72,72.534286,64.893272,127629600
8/20/2013,72.815712,72.938568,71.545715,71.581429,64.04081,89672100
8/21/2013,71.941429,72.449997,71.599998,71.765717,64.20565,83969900
8/22/2013,72.139999,72.227142,71.171425,71.851425,64.282341,61051900
8/23/2013,71.895714,71.907143,71.335716,71.574287,64.034378,55682900
8/26/2013,71.535713,72.885712,71.5,71.852859,64.283607,82741400
8/27/2013,71.14286,71.78714,69.471428,69.798569,62.445732,106047200
8/28/2013,69.428574,70.828575,69.428574,70.128571,62.740967,76902000
8/29/2013,70.235718,70.928574,70.16143,70.242859,62.843216,59914400
8/30/2013,70.285713,70.421425,69.5,69.602859,62.270653,68074300
9/3/2013,70.442856,71.514282,69.621429,69.797142,62.444466,82982200
9/4/2013,71.365715,71.748573,70.897141,71.241432,63.736599,86258200
9/5/2013,71.464287,71.525711,70.519997,70.752853,63.299492,59091900
9/6/2013,71.205711,71.339996,69.992859,71.174286,63.676525,89881400
9/9/2013,72.14286,72.559998,71.925713,72.309998,64.692596,85171800
9/10/2013,72.314285,72.492859,69.928574,70.662857,63.218979,185798900
9/11/2013,66.715714,67.669998,66.401428,66.815712,59.777115,224674100
9/12/2013,66.928574,67.914284,66.572861,67.527145,60.413586,101012800
9/13/2013,67.048569,67.404289,66.385712,66.414284,59.417957,74708900
9/16/2013,65.85714,65.944283,63.888573,64.302856,57.528954,135926700
9/17/2013,63.994286,65.672859,63.92857,65.045715,58.193565,99845200
9/18/2013,66.168571,66.621429,65.808571,66.382858,59.389862,114215500
9/19/2013,67.242859,67.975716,67.035713,67.471428,60.363731,101135300
9/20/2013,68.285713,68.364288,66.571426,66.772858,59.73877,174825700
9/23/2013,70.871429,70.987144,68.942856,70.091431,62.707752,190526700
9/24/2013,70.697144,70.781425,69.688568,69.871429,62.510921,91086100
9/25/2013,69.885712,69.94857,68.775711,68.790001,61.543415,79239300
9/26/2013,69.428574,69.794289,69.128571,69.459999,62.142822,59305400
9/27/2013,69.111427,69.238571,68.674286,68.964287,61.699341,57010100
9/30/2013,68.178574,68.808571,67.772858,68.10714,60.932487,65039100
10/1/2013,68.349998,69.877144,68.339996,69.708572,62.365208,88470900
10/2/2013,69.375717,70.257141,69.10714,69.937141,62.569702,72296000
10/3/2013,70.072861,70.335716,68.677139,69.058571,61.783703,80688300
10/4/2013,69.122856,69.228569,68.371429,69.004288,61.73513,64717100
10/7/2013,69.508568,70.378571,69.335716,69.678574,62.338379,78073100
10/8/2013,69.991432,70.091431,68.648575,68.705711,61.46801,72729300
10/9/2013,69.234283,69.684288,68.325714,69.512856,62.190121,75431300
10/10/2013,70.188568,70.339996,69.577141,69.94857,62.579937,69650700
10/11/2013,69.57,70.548569,69.308571,70.401428,62.985088,66934700
10/14/2013,69.975716,71.082855,69.907143,70.862854,63.3979,65474500
10/15/2013,71.072861,71.714287,70.788574,71.239998,63.735325,80018400
10/16/2013,71.541428,71.790001,71.318573,71.587143,64.045898,62775300
10/17/2013,71.425713,72.111427,71.382858,72.071426,64.479172,63398300
10/18/2013,72.284286,72.751427,72.244286,72.69857,65.040237,72635500
10/21/2013,73.110001,74.900002,73.074287,74.480003,66.634018,99526700
10/22/2013,75.201431,75.492859,72.575714,74.267143,66.443581,133515900
10/23/2013,74.14286,75.095711,74.14286,74.994286,67.094139,78430800
10/24/2013,75,76.067146,74.635712,75.987144,67.982399,96191200
10/25/2013,75.902855,76.175713,75.015717,75.137146,67.221924,84448000
10/28/2013,75.577141,75.85714,74.744286,75.697144,67.722931,137610200
10/29/2013,76.610001,77.035713,73.505714,73.811432,66.035889,158951800
10/30/2013,74.230003,75.360001,73.860001,74.985718,67.086464,88540900
10/31/2013,75,75.355713,74.46714,74.671425,66.805275,68924100
11/1/2013,74.860001,74.971428,73.691429,74.290001,66.464012,68722500
11/4/2013,74.442856,75.260002,74.115715,75.25,67.322884,61156900
11/5/2013,74.940002,75.555717,74.714287,75.064285,67.156746,66303300
11/6/2013,74.878571,74.980003,74.028572,74.417145,66.966484,55843900
11/7/2013,74.225716,74.741432,73.197144,73.21286,65.882751,65655100
11/8/2013,73.511429,74.447144,73.227142,74.365715,66.920204,69829200
11/11/2013,74.284286,74.524284,73.487144,74.150002,66.726067,56863100
11/12/2013,73.952858,74.845711,73.85714,74.28714,66.84948,51069200
11/13/2013,74,74.60714,73.851425,74.375717,66.929192,49305200
11/14/2013,74.687141,75.611427,74.552856,75.451431,67.89724,70604800
11/15/2013,75.225716,75.584282,74.927139,74.998573,67.489693,79480100
11/18/2013,74.998573,75.312859,74.028572,74.089996,66.672089,61236000
11/19/2013,74.147141,74.76857,73.995712,74.221428,66.790359,52234700
11/20/2013,74.175713,74.345711,73.475716,73.571426,66.205444,48479200
11/21/2013,73.942856,74.458572,73.381432,74.44857,66.994759,65506700
11/22/2013,74.21714,74.594284,74.075714,74.257141,66.822495,55931400
11/25/2013,74.431427,75.124283,74.428574,74.82,67.32901,57327900
11/26/2013,74.874283,76.591431,74.85714,76.199997,68.570824,100345700
11/27/2013,76.615715,78,76.199997,77.994286,70.185463,90862100
11/29/2013,78.497147,79.761429,78.258568,79.438568,71.485153,79531900
12/2/2013,79.714287,80.618568,78.688568,78.747147,70.862946,118136200
12/3/2013,79.757141,80.91143,79.668571,80.902855,72.802834,112742000
12/4/2013,80.785713,81.312859,80.117142,80.714287,72.633133,94452400
12/5/2013,81.807144,82.162857,80.915718,81.128571,73.005959,111895000
12/6/2013,80.827141,80.964287,79.938568,80.002853,71.99295,86088100
12/9/2013,80.128571,81.368568,80.128571,80.918571,72.816994,80123400
12/10/2013,80.511429,81.125717,80.171425,80.792854,72.70385,69567400
12/11/2013,81,81.567146,79.955711,80.194283,72.165207,89929700
12/12/2013,80.305717,80.762856,80.004288,80.077141,72.059807,65572500
12/13/2013,80.407143,80.41143,79.095711,79.204285,71.27433,83205500
12/16/2013,79.288574,80.377144,79.28714,79.64286,71.668976,70648200
12/17/2013,79.401428,79.919998,79.054283,79.284286,71.346321,57475600
12/18/2013,78.528572,78.778572,76.971428,78.681427,70.803841,141465800
12/19/2013,78.5,78.571426,77.675713,77.779999,69.992645,80077200
12/20/2013,77.918571,78.80143,77.831429,78.431427,70.578842,109103400
12/23/2013,81.14286,81.531425,80.394287,81.441429,73.287506,125326600
12/24/2013,81.412857,81.697144,80.861427,81.095711,72.976387,41888700
12/26/2013,81.157143,81.35714,80.482857,80.557144,72.491737,51002000
12/27/2013,80.545715,80.629997,79.928574,80.012856,72.001923,56471100
12/30/2013,79.637146,80.012856,78.902855,79.21714,71.285904,63407400
12/31/2013,79.167145,80.182854,79.14286,80.145714,72.121513,55771100
1/2/2014,79.382858,79.575714,78.860001,79.01857,71.107201,58671200
1/3/2014,78.980003,79.099998,77.204285,77.28286,69.545288,98116900
1/6/2014,76.778572,78.114288,76.228569,77.704285,69.924515,103152700
1/7/2014,77.760002,77.994286,76.845711,77.148575,69.424438,79302300
1/8/2014,76.972855,77.937141,76.955711,77.637146,69.864105,64632400
1/9/2014,78.114288,78.122856,76.478569,76.645714,68.971939,69787200
1/10/2014,77.118568,77.257141,75.872856,76.134285,68.511696,76244000
1/13/2014,75.701431,77.5,75.697144,76.53286,68.870354,94623200
1/14/2014,76.888573,78.104286,76.808571,78.055717,70.240776,83140400
1/15/2014,79.074287,80.028572,78.808571,79.622856,71.651016,97909700
1/16/2014,79.271431,79.550003,78.811432,79.178574,71.25119,57319500
1/17/2014,78.78286,78.867142,77.128571,77.238571,69.505417,106684900
1/21/2014,77.284286,78.581429,77.202858,78.438568,70.585274,82131700
1/22/2014,78.701431,79.612854,78.258568,78.78714,70.898949,94996300
1/23/2014,78.562859,79.5,77.830002,79.454285,71.499313,100809800
1/24/2014,79.14286,79.374283,77.821426,78.010002,70.199638,107338700
1/27/2014,78.581429,79.257141,77.964287,78.64286,70.769104,138719700
1/28/2014,72.68,73.571426,71.724289,72.35714,65.112747,266380800
1/29/2014,71.992859,72.48143,71.23143,71.535713,64.373535,125702500
1/30/2014,71.791428,72.35714,70.957146,71.397141,64.248833,169625400
1/31/2014,70.739998,71.647141,70.507141,71.514282,64.354248,116199300
2/3/2014,71.80143,72.53286,71.328575,71.647141,64.473801,100366000
2/4/2014,72.264282,72.779999,71.822861,72.684288,65.407135,94170300
2/5/2014,72.365715,73.611427,72.321426,73.227142,65.89563,82086200
2/6/2014,72.865715,73.35714,72.544289,73.215714,66.279694,64441300
2/7/2014,74.482857,74.704285,73.91143,74.239998,67.206963,92570100
2/10/2014,74.094284,75.998573,74,75.57,68.41095,86389800
2/11/2014,75.80143,76.821426,75.64286,76.565712,69.312332,70564200
2/12/2014,76.707146,77.080002,76.177139,76.559998,69.307167,77025200
2/13/2014,76.379997,77.835716,76.314285,77.775711,70.407707,76849500
2/14/2014,77.495712,77.997147,77.315712,77.71286,70.35083,68231100
2/18/2014,78,78.741432,77.944283,77.998573,70.609474,65062900
2/19/2014,77.821426,78.127144,76.335716,76.767143,69.494705,78442000
2/20/2014,76.141426,76.714287,75.571426,75.878571,68.690308,76464500
2/21/2014,76.112854,76.367142,74.942856,75.035713,67.927292,69696200
2/24/2014,74.735718,75.702858,74.631432,75.364288,68.224747,72227400
2/25/2014,75.625717,75.652855,74.428574,74.580002,67.51474,57988000
2/26/2014,74.80143,75,73.657143,73.907143,66.905632,69054300
2/27/2014,73.877144,75.540001,73.721428,75.381432,68.240265,75470500
2/28/2014,75.582855,76.10714,74.58857,75.177139,68.055313,92992200
3/3/2014,74.774284,75.807144,74.687141,75.394287,68.2519,59695300
3/4/2014,75.85714,76.091431,75.395714,75.891426,68.701942,64785000
3/5/2014,75.845711,76.39286,75.589996,76.05143,68.846786,50015700
3/6/2014,76.112854,76.348572,75.442856,75.821426,68.638573,46372200
3/7/2014,75.870003,75.997147,75.150002,75.777145,68.59848,55182400
3/10/2014,75.480003,76.190002,75.477142,75.845711,68.660553,44646000
3/11/2014,76.492859,76.96286,76.084282,76.584282,69.32914,69806100
3/12/2014,76.358574,76.764282,76,76.658569,69.3964,49831600
3/13/2014,76.777145,77.094284,75.594284,75.807144,68.625633,64435700
3/14/2014,75.541428,75.841431,74.714287,74.955711,67.854874,59299800
3/17/2014,75.385712,75.709999,75.121429,75.248573,68.120003,49886200
3/18/2014,75.128571,75.995712,75.028572,75.914284,68.722649,52411800
3/19/2014,76.03714,76.605713,75.571426,75.894287,68.704536,56189000
3/20/2014,75.69857,76.095711,75.335716,75.528572,68.373459,52099600
3/21/2014,75.989998,76.25,75.190002,76.124283,68.912712,93511600
3/24/2014,76.917145,77.214287,76.437141,77.027145,69.730057,88925200
3/25/2014,77.35714,77.964287,77.084282,77.855713,70.480148,70573300
3/26/2014,78.074287,78.428574,76.980003,77.111427,69.806358,74942000
3/27/2014,77.145714,77.35714,76.445717,76.779999,69.506332,55507900
3/28/2014,76.902855,76.991432,76.321426,76.694283,69.428749,50141000
3/31/2014,77.03286,77.258568,76.561432,76.677139,69.413216,42167300
4/1/2014,76.822861,77.410004,76.681427,77.378571,70.048203,50190000
4/2/2014,77.482857,77.639999,77.18,77.507141,70.164581,45105200
4/3/2014,77.341431,77.5,76.805717,76.970001,69.678329,40586000
4/4/2014,77.115715,77.14286,75.797142,75.974289,68.776962,68812800
4/7/2014,75.431427,75.842857,74.555717,74.781425,67.697105,72462600
4/8/2014,75.027145,75.160004,74.099998,74.777145,67.693222,60972100
4/9/2014,74.662857,75.784286,74.574287,75.760002,68.582962,51542400
4/10/2014,75.811432,76.034286,74.738571,74.78286,67.698395,59913000
4/11/2014,74.14286,74.690002,73.877144,74.230003,67.197906,67929400
4/14/2014,74.557144,74.594284,73.887146,74.525711,67.465599,51418500
4/15/2014,74.324287,74.519997,73.047142,73.994286,66.98452,66622500
4/16/2014,74.007141,74.441429,73.44857,74.144287,67.1203,53691400
4/17/2014,74.285713,75.394287,74.171425,74.991432,67.887184,71083600
4/21/2014,75.048569,76.019997,74.851425,75.881432,68.692894,45637200
4/22/2014,75.472855,75.975716,75.214287,75.957146,68.761436,50640800
4/23/2014,75.580002,75.875717,74.921425,74.964287,67.862625,98735000
4/24/2014,81.172859,81.428574,80.104286,81.110001,73.426125,189977900
4/25/2014,80.647141,81.71286,80.565712,81.705711,73.965424,97568800
4/28/2014,81.828575,85.10714,81.792854,84.870003,76.829926,167371400
4/29/2014,84.82,85.139999,84.215714,84.618568,76.602325,84344400
4/30/2014,84.662857,85.632858,84.257141,84.298569,76.312637,114160200
5/1/2014,84.571426,84.971428,83.765717,84.497147,76.492416,61012000
5/2/2014,84.620003,84.885712,84.244286,84.654289,76.634659,47878600
5/5/2014,84.305717,85.85714,84.285713,85.851425,77.718399,71766800
5/6/2014,85.971428,86.344284,84.915718,84.915718,76.871338,93641100
5/7/2014,85.035713,85.327141,83.961426,84.618568,76.602325,70716100
5/8/2014,84.035713,84.915718,83.771431,83.998573,76.465782,57574300
5/9/2014,83.505714,83.75,82.904289,83.648575,76.147163,72899400
5/12/2014,83.927139,84.808571,83.914284,84.690002,77.095222,53302200
5/13/2014,84.571426,84.934288,84.385712,84.822861,77.216141,39934300
5/14/2014,84.632858,85.342857,84.534286,84.83857,77.230438,41601000
5/15/2014,84.957146,85.228569,84.005714,84.117142,76.573708,57711500
5/16/2014,84.089996,85.361427,83.628571,85.358574,77.703812,69064100
5/19/2014,85.407143,86.761429,85.332855,86.370003,78.624557,79438800
5/20/2014,86.358574,86.628571,85.818573,86.387146,78.640152,58709000
5/21/2014,86.261429,86.671425,86.008568,86.615715,78.848228,49214900
5/22/2014,86.657143,87.121429,86.300003,86.752853,78.973053,50190000
5/23/2014,86.75,87.818573,86.638573,87.732857,79.865181,58052400
5/27/2014,87.982857,89.408569,87.947144,89.375717,81.36071,87216500
5/28/2014,89.431427,89.975716,89.111427,89.144287,81.150032,78870400
5/29/2014,89.692856,90.98143,89.681427,90.76857,82.628647,94118500
5/30/2014,91.139999,92.024284,89.842857,90.428574,82.319153,141005200
6/2/2014,90.565712,90.690002,88.928574,89.807144,81.753456,92337700
6/3/2014,89.779999,91.248573,89.75,91.077141,82.909561,73177300
6/4/2014,91.062859,92.555717,90.872856,92.117142,83.856285,83870500
6/5/2014,92.314285,92.767143,91.80143,92.478569,84.185326,75951400
6/6/2014,92.842857,93.03714,92.067146,92.224289,83.953819,87484600
6/9/2014,92.699997,93.879997,91.75,93.699997,85.297188,75415000
6/10/2014,94.730003,95.050003,93.57,94.25,85.797882,62777000
6/11/2014,94.129997,94.760002,93.470001,93.860001,85.442848,45681000
6/12/2014,94.040001,94.120003,91.900002,92.290001,84.013641,54749000
6/13/2014,92.199997,92.440002,90.879997,91.279999,83.094223,54525000
6/16/2014,91.510002,92.75,91.449997,92.199997,83.931717,35561000
6/17/2014,92.309998,92.699997,91.800003,92.080002,83.822487,29726000
6/18/2014,92.269997,92.290001,91.349998,92.18,83.913513,33514000
6/19/2014,92.290001,92.300003,91.339996,91.860001,83.622215,35528000
6/20/2014,91.849998,92.550003,90.900002,90.910004,82.757423,100898000
6/23/2014,91.32,91.620003,90.599998,90.830002,82.684586,43694000
6/24/2014,90.75,91.739998,90.190002,90.279999,82.183914,39036000
6/25/2014,90.209999,90.699997,89.650002,90.360001,82.256729,36869000
6/26/2014,90.370003,91.050003,89.800003,90.900002,82.748299,32629000
6/27/2014,90.82,92,90.769997,91.980003,83.731461,64029000
6/30/2014,92.099998,93.730003,92.089996,92.93,84.59626,49482300
7/1/2014,93.519997,94.07,93.129997,93.519997,85.133339,38223000
7/2/2014,93.870003,94.059998,93.089996,93.480003,85.096939,28465000
7/3/2014,93.669998,94.099998,93.199997,94.029999,85.597595,22891800
7/7/2014,94.139999,95.989998,94.099998,95.970001,87.36364,56468000
7/8/2014,96.269997,96.800003,93.919998,95.349998,86.799232,65222000
7/9/2014,95.440002,95.949997,94.760002,95.389999,86.83564,36436000
7/10/2014,93.760002,95.550003,93.519997,95.040001,86.517044,39686000
7/11/2014,95.360001,95.889999,94.860001,95.220001,86.680893,34018000
7/14/2014,95.860001,96.889999,95.650002,96.449997,87.800583,42810000
7/15/2014,96.800003,96.849998,95.029999,95.32,86.771927,45477900
7/16/2014,96.970001,97.099998,94.739998,94.779999,86.280357,53396300
7/17/2014,95.029999,95.279999,92.57,93.089996,84.741905,57298000
7/18/2014,93.620003,94.739998,93.019997,94.43,85.961739,49988000
